Date,Value
20180409,3.68061
20180406,3.67123
20180405,3.64455
20180404,3.67451
20180403,3.69149
20180328,3.66276
20180327,3.67452
20180326,3.6721
20180323,3.64746
20180322,3.7174
20180321,3.73186
20180320,3.73047
20180319,3.74671
20180316,3.74716
20180315,3.73847
20180314,3.74429
20180313,3.7797
20180312,3.78598
20180309,3.7712
20180308,3.72994
20180307,3.7178
20180306,3.72964
20180305,3.71549
20180302,3.76411
20180301,3.82162
20180228,3.84348
20180227,3.89452
20180226,3.85673
20180223,3.82426
20180222,3.77981
20180221,3.77215
20180220,3.76609
20180219,3.81636
20180216,3.75835
20180215,3.71098
20180214,3.68053
20180213,3.70962
20180212,3.64671
20180209,3.62706
20180208,3.67132
20180207,3.6412
20180206,3.6516
20180205,3.66781
20180202,3.75373
20180201,3.86399
20180131,3.88477
20180130,3.92975
20180129,3.9258
20180126,3.90151
20180125,3.94964
20180124,3.97045
20180123,3.97242
20180122,3.95806
20180119,3.91506
20180118,3.92567
20180117,3.88349
20180116,3.88727
20180115,3.89543
20180112,3.91889
20180111,3.96435
20180110,3.98887
20180109,3.98201
20180108,3.9573
20180105,3.9266
20180104,3.92912
20180103,3.90452
20180102,3.90249
20171229,3.89889
20171228,3.90662
20171227,3.8951
20171222,3.88704
20171221,3.85746
20171220,3.8663
20171219,3.87733
20171218,3.81629
20171215,3.85328
20171214,3.85051
20171213,3.86529
20171212,3.83731
20171211,3.83414
20171208,3.79521
20171207,3.793
20171206,3.75756
20171205,3.80164
20171204,3.84199
20171201,3.83516
20171130,3.80477
20171129,3.81318
20171128,3.75586
20171127,3.78859
20171124,3.81185
20171123,3.82246
20171122,3.82171
20171121,3.82699
20171120,3.81046
20171117,3.81264
20171116,3.75804
20171115,3.75426
20171114,3.77883
20171113,3.81807
20171110,3.82605
20171109,3.94194
20171108,3.92592
20171107,3.95781
20171106,3.92756
20171103,3.97165
20171102,4.00742
20171101,3.99819
20171031,4.00361
20171030,3.98691
20171027,3.94817
20171026,3.95438
20171025,3.94174
20171024,3.96664
20171023,3.96734
20171020,3.95701
20171019,3.97538
20171018,3.92865
20171017,3.95316
20171016,3.9117
20171013,3.97181
20171012,3.98307
20171011,3.9544
20171010,3.95441
20171009,3.94631
20171006,3.96254
20171005,3.96425
20171004,3.9427
20171003,3.94578
20171002,3.8902
20170929,3.90246
20170928,3.89279
20170927,3.8734
20170926,3.91196
20170925,3.88102
20170922,3.87288
20170921,3.86447
20170920,3.84386
20170919,3.8376
20170918,3.81401
20170915,3.87125
20170914,3.86758
20170913,3.87349
20170912,3.87049
20170911,3.82906
20170908,3.83226
20170907,3.81893
20170906,3.83203
20170905,3.85862
20170904,3.88184
20170901,3.86883
20170831,3.82291
20170830,3.80232
20170829,3.83915
20170828,3.83253
20170825,3.84268
20170824,3.8146
20170823,3.84991
20170822,3.79837
20170821,3.793
20170818,3.81099
20170817,3.8281
20170816,3.83253
20170815,3.82947
20170814,3.81827
20170811,3.79175
20170810,3.82077
20170809,3.74024
20170808,3.76402
20170807,3.76645
20170804,3.74497
20170803,3.75286
20170802,3.77067
20170801,3.77387
20170731,3.75991
20170728,3.77526
20170727,3.78088
20170726,3.77291
20170725,3.74756
20170724,3.8009
20170721,3.83048
20170720,3.82083
20170719,3.8182
20170718,3.83047
20170717,3.80635
20170714,3.78269
20170713,3.79301
20170712,3.75087
20170711,3.76832
20170710,3.74183
20170707,3.7453
20170706,3.77326
20170705,3.75419
20170704,3.76339
20170703,3.73461
20170630,3.71576
20170629,3.77298
20170628,3.78408
20170627,3.83413
20170626,3.83656
20170623,3.83239
20170622,3.83211
20170621,3.84271
20170620,3.85087
20170619,3.79856
20170616,3.7791
20170615,3.83129
20170614,3.8235
20170613,3.78817
20170612,3.79367
20170609,3.7723
20170608,3.78749
20170607,3.81865
20170606,3.83167
20170602,3.79682
20170601,3.78191
20170531,3.74775
20170530,3.73412
20170529,3.75639
20170524,3.76271
20170523,3.75666
20170522,3.7345
20170519,3.70578
20170518,3.68742
20170517,3.76853
20170516,3.77971
20170515,3.76431
20170511,3.76788
20170510,3.7311
20170509,3.7672
20170508,3.776
20170505,3.74642
20170504,3.74343
20170503,3.7429
20170502,3.68312
20170501,3.70079
20170428,3.68221
20170427,3.64798
20170426,3.6073
20170425,3.58093
20170424,3.55199
20170421,3.56652
20170420,3.54676
20170419,3.52087
20170418,3.56775
20170412,3.54591
20170411,3.54937
20170410,3.51396
20170407,3.52848
20170406,3.53463
20170405,3.53747
20170404,3.47101
20170403,3.49503
20170331,3.47823
20170330,3.46145
20170329,3.4624
20170328,3.4413
20170327,3.4385
20170324,3.44602
20170323,3.41304
20170322,3.42433
20170321,3.47945
20170320,3.47803
20170317,3.48818
20170316,3.47587
20170315,3.47472
20170314,3.47006
20170313,3.45496
20170310,3.41928
20170309,3.42442
20170308,3.42583
20170307,3.45283
20170306,3.48174
20170303,3.50092
20170302,3.5048
20170301,3.47712
20170228,3.47246
20170227,3.48074
20170224,3.51969
20170223,3.5208
20170222,3.52856
20170221,3.49758
20170220,3.51211
20170217,3.51717
20170216,3.49457
20170215,3.49092
20170214,3.48503
20170213,3.47299
20170210,3.46032
20170209,3.40315
20170208,3.42935
20170207,3.42467
20170206,3.44871
20170203,3.42881
20170202,3.49884
20170201,3.44728
20170131,3.44128
20170130,3.45054
20170127,3.42585
20170126,3.39768
20170125,3.35523
20170124,3.36352
20170123,3.39501
20170120,3.39831
20170119,3.3884
20170118,3.39915
20170117,3.4197
20170116,3.4162
20170113,3.36758
20170112,3.41357
20170111,3.39015
20170110,3.41205
20170109,3.43227
20170106,3.42758
20170105,3.39657
20170104,3.41346
20170103,3.42361
20170102,3.35648
20161230,3.36737
20161229,3.35484
20161228,3.35527
20161227,3.34932
20161223,3.33896
20161222,3.32546
20161221,3.3246
20161220,3.32013
20161219,3.31734
20161216,3.30132
20161215,3.25479
20161214,3.27221
20161213,3.23692
20161212,3.2692
20161209,3.2052
20161208,3.18537
20161207,3.17359
20161206,3.17986
20161205,3.1584
20161202,3.161
20161201,3.19184
20161130,3.16584
20161129,3.15285
20161128,3.14773
20161125,3.10728
20161124,3.09614
20161123,3.11528
20161122,3.12579
20161121,3.1246
20161118,3.12168
20161117,3.11551
20161116,3.11239
20161115,3.08503
20161114,3.09094
20161111,3.10438
20161110,3.13253
20161109,3.11894
20161108,3.18789
20161107,3.13564
20161104,3.19056
20161103,3.18192
20161102,3.24906
20161101,3.31798
20161031,3.27845
20161028,3.46571
20161027,3.44894
20161026,3.47612
20161025,3.52087
20161024,3.53374
20161021,3.50295
20161020,3.49061
20161019,3.46744
20161018,3.42379
20161017,3.40536
20161014,3.35126
20161013,3.38055
20161012,3.38069
20161011,3.40157
20161010,3.39161
20161007,3.43241
20161006,3.44999
20161005,3.43134
20161004,3.42747
20161003,3.43673
20160930,3.45353
20160929,3.49509
20160928,3.46326
20160927,3.51841
20160926,3.53315
20160923,3.59591
20160922,3.59229
20160921,3.59484
20160920,3.58066
20160919,3.55607
20160916,3.54809
20160915,3.54323
20160914,3.52355
20160913,3.49768
20160912,3.50098
20160909,3.5675
20160908,3.58123
20160907,3.57389
20160906,3.61888
20160905,3.59931
